Instances 0: (2020, 7, 28)
-1.0 -1.0 -1.0 -1.0 -0.9968647956848145
-1.0 -1.0 -1.0 -1.0 0.7462174892425537
-1.0 -1.0 -1.0 -1.0 0.9543778300285339
-1.0 -0.9999936819076538 -1.0 -1.0 -0.9959280490875244
-1.0 0.8089092969894409 -1.0 -1.0 -0.9999997019767761
-1.0 1.0 -0.9816985726356506 -1.0 0.9729065895080566
-1.0 0.999984622001648 -1.0 -1.0 0.9994856119155884
-1.0 -0.9999999403953552 -0.9999989867210388 -1.0 0.985755205154419
-1.0 0.9999815821647644 -1.0 -1.0 0.9999995231628418
-1.0 0.9999996423721313 -1.0 -1.0 0.9996398687362671
-1.0 1.0 -0.9999953508377075 -1.0 0.9999999403953552
-0.9999999403953552 0.9972013831138611 -0.9999507665634155 0.9626821279525757 1.0
-1.0 1.0 -0.9711511135101318 -1.0 1.0
-1.0 1.0 -1.0 -1.0 0.9999822378158569
-1.0 0.8571604490280151 -0.9999399781227112 0.7566213607788086 1.0
